id,info
4468,"{""ulan"": null, ""gender"": ""Female"", ""end_date"": 1970, ""wiki_qid"": null, ""artist_bio"": ""Hungarian, 1905–1970"", ""begin_date"": 1905, ""nationality"": ""Hungarian"", ""display_name"": ""Rogi André (Rozsa Klein)"", ""constituent_id"": 4996}"
4469,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 2011, ""wiki_qid"": null, ""artist_bio"": ""American, 1909–2011"", ""begin_date"": 1909, ""nationality"": ""American"", ""display_name"": ""Milton Rogovin"", ""constituent_id"": 4998}"
4470,"{""ulan"": 500032455, ""gender"": ""Male"", ""end_date"": 1944, ""wiki_qid"": ""Q5561185"", ""artist_bio"": ""American, 1894–1944"", ""begin_date"": 1894, ""nationality"": ""American"", ""display_name"": ""Gilbert Rohde"", ""constituent_id"": 4999}"
4471,"{""ulan"": 500017013, ""gender"": ""Male"", ""end_date"": 1938, ""wiki_qid"": ""Q62992"", ""artist_bio"": ""German, 1849–1938"", ""begin_date"": 1849, ""nationality"": ""German"", ""display_name"": ""Christian Rohlfs"", ""constituent_id"": 5000}"
4472,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""American, born 1934"", ""begin_date"": 1934, ""nationality"": ""American"", ""display_name"": ""Robert Rohm"", ""constituent_id"": 5001}"
4473,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Swiss"", ""begin_date"": 0, ""nationality"": ""Swiss"", ""display_name"": ""Benedikt Rohner"", ""constituent_id"": 5002}"
4474,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 2012, ""wiki_qid"": null, ""artist_bio"": ""American, 1935–2012"", ""begin_date"": 1935, ""nationality"": ""American"", ""display_name"": ""Charles Roitz"", ""constituent_id"": 5003}"
4475,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1997, ""wiki_qid"": null, ""artist_bio"": ""Colombian, 1933–1997"", ""begin_date"": 1933, ""nationality"": ""Colombian"", ""display_name"": ""Carlos Rojas"", ""constituent_id"": 5004}"
4476,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""founded 1982"", ""begin_date"": 1982, ""nationality"": ""American"", ""display_name"": ""K.O.S. (Kids of Survival)"", ""constituent_id"": 5005}"
4477,"{""ulan"": 500339477, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": ""Q7793626"", ""artist_bio"": ""American, born 1950"", ""begin_date"": 1950, ""nationality"": ""American"", ""display_name"": ""Thomas Roma"", ""constituent_id"": 5006}"
4478,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1911, ""wiki_qid"": null, ""artist_bio"": ""French, 1824–1911"", ""begin_date"": 1824, ""nationality"": ""French"", ""display_name"": ""Dominique Roman"", ""constituent_id"": 5007}"
4479,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Italian"", ""begin_date"": 0, ""nationality"": ""Italian"", ""display_name"": ""Romolo Romani"", ""constituent_id"": 5008}"
4480,"{""ulan"": null, ""gender"": ""Female"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""American, born 1922"", ""begin_date"": 1922, ""nationality"": ""American"", ""display_name"": ""Clare Romano"", ""constituent_id"": 5009}"
4481,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Argentine, born 1938"", ""begin_date"": 1938, ""nationality"": ""Argentine"", ""display_name"": ""Osvaldo Romberg"", ""constituent_id"": 5010}"
4482,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Dutch"", ""begin_date"": 0, ""nationality"": ""Dutch"", ""display_name"": ""Gust Romijn"", ""constituent_id"": 5011}"
4483,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1998, ""wiki_qid"": null, ""artist_bio"": ""Canadian, 1926–1998"", ""begin_date"": 1926, ""nationality"": ""Canadian"", ""display_name"": ""William Ronald"", ""constituent_id"": 5012}"
4484,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""American"", ""begin_date"": 0, ""nationality"": ""American"", ""display_name"": ""Nelson Ronsheim"", ""constituent_id"": 5013}"
4485,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Nationality unknown"", ""begin_date"": 0, ""nationality"": ""Nationality unknown"", ""display_name"": ""Leonardo Rosa"", ""constituent_id"": 5014}"
4486,"{""ulan"": 500123494, ""gender"": ""Male"", ""end_date"": 1959, ""wiki_qid"": ""Q7367324"", ""artist_bio"": ""Japanese, 1883–1959"", ""begin_date"": 1883, ""nationality"": ""Japanese"", ""display_name"": ""Kitaoji Rosanjin"", ""constituent_id"": 5015}"
4487,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1988, ""wiki_qid"": ""Q6142414"", ""artist_bio"": ""American, 1912–1988"", ""begin_date"": 1912, ""nationality"": ""American"", ""display_name"": ""James Rosati"", ""constituent_id"": 5016}"
4488,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""American, born 1954"", ""begin_date"": 1954, ""nationality"": ""American"", ""display_name"": ""Brian Rose"", ""constituent_id"": 5017}"
4489,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Australian, born 1936"", ""begin_date"": 1936, ""nationality"": ""Australian"", ""display_name"": ""David Rose"", ""constituent_id"": 5018}"
4490,"{""ulan"": 500025074, ""gender"": ""Male"", ""end_date"": 2007, ""wiki_qid"": ""Q5740158"", ""artist_bio"": ""American, 1909–2007"", ""begin_date"": 1909, ""nationality"": ""American"", ""display_name"": ""Herman Rose"", ""constituent_id"": 5019}"
4491,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 2006, ""wiki_qid"": null, ""artist_bio"": ""American, 1919–2006"", ""begin_date"": 1919, ""nationality"": ""American"", ""display_name"": ""Walter Rosenblum"", ""constituent_id"": 5020}"
4492,"{""ulan"": 500021855, ""gender"": ""Male"", ""end_date"": 2017, ""wiki_qid"": ""Q448845"", ""artist_bio"": ""American, 1933–2017"", ""begin_date"": 1933, ""nationality"": ""American"", ""display_name"": ""James Rosenquist"", ""constituent_id"": 5021}"
4493,"{""ulan"": 500195616, ""gender"": ""Male"", ""end_date"": 2009, ""wiki_qid"": ""Q1911607"", ""artist_bio"": ""American, 1914–2009"", ""begin_date"": 1914, ""nationality"": ""American"", ""display_name"": ""Bernard Rosenthal"", ""constituent_id"": 5022}"
4494,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""est. 1879"", ""begin_date"": 1879, ""nationality"": ""German"", ""display_name"": ""Rosenthal Porzellan A.G., Germany"", ""constituent_id"": 5024}"
4495,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""American"", ""begin_date"": 0, ""nationality"": ""American"", ""display_name"": ""Stephan Rosenthal"", ""constituent_id"": 5025}"
4496,"{""ulan"": null, ""gender"": ""Female"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""American"", ""begin_date"": 0, ""nationality"": ""American"", ""display_name"": ""Lauri Rosenwald"", ""constituent_id"": 5026}"
4497,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""British"", ""begin_date"": 0, ""nationality"": ""British"", ""display_name"": ""Henry Rosling"", ""constituent_id"": 5027}"
4498,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1981, ""wiki_qid"": null, ""artist_bio"": ""American, 1924–1981"", ""begin_date"": 1924, ""nationality"": ""American"", ""display_name"": ""Seymour Rosofsky"", ""constituent_id"": 5028}"
4499,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""British, born 1942"", ""begin_date"": 1942, ""nationality"": ""British"", ""display_name"": ""Brown Ross"", ""constituent_id"": 5029}"
4500,"{""ulan"": 500085846, ""gender"": ""Female"", ""end_date"": 0, ""wiki_qid"": ""Q6303491"", ""artist_bio"": ""American, born 1946"", ""begin_date"": 1946, ""nationality"": ""American"", ""display_name"": ""Judith Joy Ross"", ""constituent_id"": 5030}"
4501,"{""ulan"": null, ""gender"": ""Female"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""American, born 1941"", ""begin_date"": 1941, ""nationality"": ""American"", ""display_name"": ""Merg Ross"", ""constituent_id"": 5031}"
4502,"{""ulan"": 500336544, ""gender"": ""Male"", ""end_date"": 2002, ""wiki_qid"": ""Q5335346"", ""artist_bio"": ""American, 1914–2002"", ""begin_date"": 1914, ""nationality"": ""American"", ""display_name"": ""Ed Rossbach"", ""constituent_id"": 5032}"
4503,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1990, ""wiki_qid"": null, ""artist_bio"": ""Czech, 1902–1990"", ""begin_date"": 1902, ""nationality"": ""Czech"", ""display_name"": ""Jaroslav Rössler"", ""constituent_id"": 5034}"
4504,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Nationality unknown"", ""begin_date"": 0, ""nationality"": ""Nationality unknown"", ""display_name"": ""Rossmann"", ""constituent_id"": 5035}"
4505,"{""ulan"": 500020447, ""gender"": ""Male"", ""end_date"": 1928, ""wiki_qid"": ""Q678193"", ""artist_bio"": ""Italian, 1858–1928"", ""begin_date"": 1858, ""nationality"": ""Italian"", ""display_name"": ""Medardo Rosso"", ""constituent_id"": 5036}"
4506,"{""ulan"": 500075727, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": ""Q4723856"", ""artist_bio"": ""Cuban, born 1943"", ""begin_date"": 1943, ""nationality"": ""Cuban"", ""display_name"": ""Alfredo Rostgaard"", ""constituent_id"": 5037}"
4507,"{""ulan"": 500017526, ""gender"": ""Male"", ""end_date"": 1981, ""wiki_qid"": ""Q258726"", ""artist_bio"": ""American, born Poland. 1907–1981"", ""begin_date"": 1907, ""nationality"": ""American"", ""display_name"": ""Theodore Roszak"", ""constituent_id"": 5039}"
4508,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1991, ""wiki_qid"": null, ""artist_bio"": ""American, 1903–1991"", ""begin_date"": 1903, ""nationality"": ""American"", ""display_name"": ""Thurman Rotan"", ""constituent_id"": 5040}"
4509,"{""ulan"": 500020169, ""gender"": ""Male"", ""end_date"": 2006, ""wiki_qid"": ""Q1348839"", ""artist_bio"": ""Italian, 1918–2006"", ""begin_date"": 1918, ""nationality"": ""Italian"", ""display_name"": ""Mimmo Rotella"", ""constituent_id"": 5041}"
4510,"{""ulan"": 500023079, ""gender"": ""Male"", ""end_date"": 1998, ""wiki_qid"": ""Q574709"", ""artist_bio"": ""Swiss, born Germany. 1930–1998"", ""begin_date"": 1930, ""nationality"": ""Swiss"", ""display_name"": ""Dieter Roth"", ""constituent_id"": 5042}"
4511,"{""ulan"": 500002220, ""gender"": ""Male"", ""end_date"": 2004, ""wiki_qid"": ""Q6114917"", ""artist_bio"": ""American, 1927–2004"", ""begin_date"": 1927, ""nationality"": ""American"", ""display_name"": ""Jack Roth"", ""constituent_id"": 5043}"
4512,"{""ulan"": 500024727, ""gender"": ""Female"", ""end_date"": 2020, ""wiki_qid"": ""Q436782"", ""artist_bio"": ""American, 1945–2020"", ""begin_date"": 1945, ""nationality"": ""American"", ""display_name"": ""Susan Rothenberg"", ""constituent_id"": 5044}"
4513,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""British"", ""begin_date"": 0, ""nationality"": ""British"", ""display_name"": ""Michael Rothenstein"", ""constituent_id"": 5045}"
4514,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 2000, ""wiki_qid"": null, ""artist_bio"": ""British, born Germany, 1919–2000"", ""begin_date"": 1919, ""nationality"": ""British"", ""display_name"": ""H. A. Rothholz"", ""constituent_id"": 5046}"
4515,"{""ulan"": 500014869, ""gender"": ""Male"", ""end_date"": 1970, ""wiki_qid"": ""Q160149"", ""artist_bio"": ""American, born Russia (now Latvia). 1903–1970"", ""begin_date"": 1903, ""nationality"": ""American"", ""display_name"": ""Mark Rothko"", ""constituent_id"": 5047}"
4516,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""American, born 1907"", ""begin_date"": 1907, ""nationality"": ""American"", ""display_name"": ""H. D. Rothschild"", ""constituent_id"": 5049}"
4517,"{""ulan"": 500004799, ""gender"": ""Male"", ""end_date"": 1985, ""wiki_qid"": ""Q711226"", ""artist_bio"": ""American, 1915–1985"", ""begin_date"": 1915, ""nationality"": ""American"", ""display_name"": ""Arthur Rothstein"", ""constituent_id"": 5050}"
4518,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""American, born 1939"", ""begin_date"": 1939, ""nationality"": ""American"", ""display_name"": ""Paul Rotterdam"", ""constituent_id"": 5051}"
4519,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""French, born 1943"", ""begin_date"": 1943, ""nationality"": ""French"", ""display_name"": ""François Rouan"", ""constituent_id"": 5052}"
4520,"{""ulan"": 500024798, ""gender"": ""Male"", ""end_date"": 1958, ""wiki_qid"": ""Q156128"", ""artist_bio"": ""French, 1871–1958"", ""begin_date"": 1871, ""nationality"": ""French"", ""display_name"": ""Georges Rouault"", ""constituent_id"": 5053}"
4521,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1961, ""wiki_qid"": null, ""artist_bio"": ""American, 1914–1961"", ""begin_date"": 1914, ""nationality"": ""American"", ""display_name"": ""Kosti Ruohomaa"", ""constituent_id"": 5054}"
4522,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1925, ""wiki_qid"": null, ""artist_bio"": ""French, 1847–1925"", ""begin_date"": 1847, ""nationality"": ""French"", ""display_name"": ""Gaston Roullet"", ""constituent_id"": 5055}"
4523,"{""ulan"": 500115462, ""gender"": ""Male"", ""end_date"": 1910, ""wiki_qid"": ""Q156386"", ""artist_bio"": ""French, 1844–1910"", ""begin_date"": 1844, ""nationality"": ""French"", ""display_name"": ""Henri Rousseau"", ""constituent_id"": 5056}"
4524,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1874, ""wiki_qid"": null, ""artist_bio"": ""French, 1811–1874"", ""begin_date"": 1811, ""nationality"": ""French"", ""display_name"": ""Louis Rousseau"", ""constituent_id"": 5057}"
4525,"{""ulan"": 500025651, ""gender"": ""Male"", ""end_date"": 1944, ""wiki_qid"": ""Q533859"", ""artist_bio"": ""French, 1867–1944"", ""begin_date"": 1867, ""nationality"": ""French"", ""display_name"": ""Ker-Xavier Roussel"", ""constituent_id"": 5058}"
4526,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1988, ""wiki_qid"": null, ""artist_bio"": ""French, 1904–1988"", ""begin_date"": 1904, ""nationality"": ""French"", ""display_name"": ""Gaston Louis Roux"", ""constituent_id"": 5059}"
4527,"{""ulan"": null, ""gender"": ""Female"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Spanish"", ""begin_date"": 0, ""nationality"": ""Spanish"", ""display_name"": ""Riba Rovira"", ""constituent_id"": 5060}"
4528,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""British"", ""begin_date"": 0, ""nationality"": ""British"", ""display_name"": ""Rowe"", ""constituent_id"": 5061}"
4529,"{""ulan"": 500299861, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": ""Q5239259"", ""artist_bio"": ""American, born 1924"", ""begin_date"": 1924, ""nationality"": ""American"", ""display_name"": ""David Rowland"", ""constituent_id"": 5062}"
4530,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 2001, ""wiki_qid"": null, ""artist_bio"": ""American, 1930–2001"", ""begin_date"": 1930, ""nationality"": ""American"", ""display_name"": ""John Roy"", ""constituent_id"": 5063}"
4532,"{""ulan"": 500007189, ""gender"": ""Male"", ""end_date"": 1950, ""wiki_qid"": ""Q1347013"", ""artist_bio"": ""French, 1880–1950"", ""begin_date"": 1880, ""nationality"": ""French"", ""display_name"": ""Pierre Roy"", ""constituent_id"": 5065}"
4533,"{""ulan"": 500003298, ""gender"": ""Female"", ""end_date"": 1918, ""wiki_qid"": ""Q270460"", ""artist_bio"": ""Russian, 1886–1918"", ""begin_date"": 1886, ""nationality"": ""Russian"", ""display_name"": ""Olga Rozanova"", ""constituent_id"": 5066}"
4534,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 2013, ""wiki_qid"": null, ""artist_bio"": ""French, 1938–2013"", ""begin_date"": 1938, ""nationality"": ""French"", ""display_name"": ""Félix Rozen"", ""constituent_id"": 5067}"
4535,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1998, ""wiki_qid"": null, ""artist_bio"": ""American, 1925–1998"", ""begin_date"": 1925, ""nationality"": ""American"", ""display_name"": ""Richards Ruben"", ""constituent_id"": 5068}"
4536,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": ""Q186089"", ""artist_bio"": ""Hungarian, born 1944"", ""begin_date"": 1944, ""nationality"": ""Hungarian"", ""display_name"": ""Ernö Rubik"", ""constituent_id"": 5069}"
4537,"{""ulan"": 500017498, ""gender"": ""Male"", ""end_date"": 1974, ""wiki_qid"": ""Q1530754"", ""artist_bio"": ""Israeli, born Romania. 1893–1974"", ""begin_date"": 1893, ""nationality"": ""Israeli"", ""display_name"": ""Reuven Rubin"", ""constituent_id"": 5070}"
4538,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""American, born 1953"", ""begin_date"": 1953, ""nationality"": ""American"", ""display_name"": ""Leo Rubinfien"", ""constituent_id"": 5071}"
4539,"{""ulan"": null, ""gender"": ""Female"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Argentine, born 1933"", ""begin_date"": 1933, ""nationality"": ""Argentine"", ""display_name"": ""Mabel Rubli"", ""constituent_id"": 5072}"
4540,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Nationality unknown"", ""begin_date"": 0, ""nationality"": ""Nationality unknown"", ""display_name"": ""A. Ruckstuhl"", ""constituent_id"": 5074}"
4541,"{""ulan"": null, ""gender"": ""Female"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""American, born 1925"", ""begin_date"": 1925, ""nationality"": ""American"", ""display_name"": ""Dorothy Ruddick"", ""constituent_id"": 5075}"
4542,"{""ulan"": 500011899, ""gender"": ""Male"", ""end_date"": 1997, ""wiki_qid"": ""Q1277977"", ""artist_bio"": ""American, 1918–1997"", ""begin_date"": 1918, ""nationality"": ""American"", ""display_name"": ""Paul Rudolph"", ""constituent_id"": 5076}"
4543,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Swiss"", ""begin_date"": 0, ""nationality"": ""Swiss"", ""display_name"": ""Anton Rüegg"", ""constituent_id"": 5077}"
4544,"{""ulan"": 500059935, ""gender"": ""Male"", ""end_date"": 1964, ""wiki_qid"": ""Q602999"", ""artist_bio"": ""Mexican, 1897–1964"", ""begin_date"": 1897, ""nationality"": ""Mexican"", ""display_name"": ""Antonio Ruiz"", ""constituent_id"": 5078}"
4545,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""American"", ""begin_date"": 0, ""nationality"": ""American"", ""display_name"": ""Gregory Rukavina"", ""constituent_id"": 5079}"
4546,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 2002, ""wiki_qid"": null, ""artist_bio"": ""Norwegian, 1916–2002"", ""begin_date"": 1916, ""nationality"": ""Norwegian"", ""display_name"": ""Knut Rumohr"", ""constituent_id"": 5080}"
4547,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""American, born 1925"", ""begin_date"": 1925, ""nationality"": ""American"", ""display_name"": ""Robert Miles Runyan"", ""constituent_id"": 5081}"
4548,"{""ulan"": null, ""gender"": ""Female"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""German, born 1937"", ""begin_date"": 1937, ""nationality"": ""German"", ""display_name"": ""Margit Ruoff"", ""constituent_id"": 5082}"
4549,"{""ulan"": null, ""gender"": ""Female"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""American, born 1943"", ""begin_date"": 1943, ""nationality"": ""American"", ""display_name"": ""Sheron Rupp"", ""constituent_id"": 5083}"
4550,"{""ulan"": 500082536, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": ""Q826298"", ""artist_bio"": ""American, born 1944"", ""begin_date"": 1944, ""nationality"": ""American"", ""display_name"": ""Allen Ruppersberg"", ""constituent_id"": 5084}"
4551,"{""ulan"": 500024159, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": ""Q430967"", ""artist_bio"": ""American, born 1937"", ""begin_date"": 1937, ""nationality"": ""American"", ""display_name"": ""Edward Ruscha"", ""constituent_id"": 5086}"
4552,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""British"", ""begin_date"": 0, ""nationality"": ""British"", ""display_name"": ""Henry Rushburg"", ""constituent_id"": 5088}"
4553,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 1990, ""wiki_qid"": null, ""artist_bio"": ""American, 1914–1990"", ""begin_date"": 1914, ""nationality"": ""American"", ""display_name"": ""Irving Rusinow"", ""constituent_id"": 5090}"
4554,"{""ulan"": 500028827, ""gender"": ""Male"", ""end_date"": 1902, ""wiki_qid"": ""Q4757433"", ""artist_bio"": ""American, 1830–1902"", ""begin_date"": 1830, ""nationality"": ""American"", ""display_name"": ""Andrew Joseph Russell"", ""constituent_id"": 5091}"
4555,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Canadian"", ""begin_date"": 0, ""nationality"": ""Canadian"", ""display_name"": ""Deane Russell"", ""constituent_id"": 5092}"
4556,"{""ulan"": 500028605, ""gender"": ""Male"", ""end_date"": 1953, ""wiki_qid"": ""Q2344742"", ""artist_bio"": ""American, 1886–1953"", ""begin_date"": 1886, ""nationality"": ""American"", ""display_name"": ""Morgan Russell"", ""constituent_id"": 5093}"
4557,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Italian, born 1925"", ""begin_date"": 1925, ""nationality"": ""Italian"", ""display_name"": ""Mario Russo"", ""constituent_id"": 5094}"
4558,"{""ulan"": 500047418, ""gender"": ""Male"", ""end_date"": 2016, ""wiki_qid"": ""Q1146699"", ""artist_bio"": ""German,1937–2016"", ""begin_date"": 1937, ""nationality"": ""German"", ""display_name"": ""Reiner Ruthenbeck"", ""constituent_id"": 5095}"
4559,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Swiss, born 1913"", ""begin_date"": 1913, ""nationality"": ""Swiss"", ""display_name"": ""Viktor Rutz"", ""constituent_id"": 5096}"
4560,"{""ulan"": 500020957, ""gender"": ""Female"", ""end_date"": 1954, ""wiki_qid"": ""Q4768767"", ""artist_bio"": ""American, 1889–1954"", ""begin_date"": 1889, ""nationality"": ""American"", ""display_name"": ""Anne Ryan"", ""constituent_id"": 5097}"
4561,"{""ulan"": 500118752, ""gender"": ""Male"", ""end_date"": 2019, ""wiki_qid"": ""Q640936"", ""artist_bio"": ""American, 1930–2019"", ""begin_date"": 1930, ""nationality"": ""American"", ""display_name"": ""Robert Ryman"", ""constituent_id"": 5098}"
4562,"{""ulan"": 500030824, ""gender"": ""Male"", ""end_date"": 1926, ""wiki_qid"": ""Q671883"", ""artist_bio"": ""Belgian, 1862–1926"", ""begin_date"": 1862, ""nationality"": ""Belgian"", ""display_name"": ""Théo van Rysselberghe"", ""constituent_id"": 5099}"
4563,"{""ulan"": null, ""gender"": ""Female"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""American, born 1926"", ""begin_date"": 1926, ""nationality"": ""American"", ""display_name"": ""Betye Saar"", ""constituent_id"": 5102}"
4564,"{""ulan"": 500006141, ""gender"": ""Male"", ""end_date"": 1961, ""wiki_qid"": ""Q167073"", ""artist_bio"": ""American, born Finland. 1910–1961"", ""begin_date"": 1910, ""nationality"": ""American"", ""display_name"": ""Eero Saarinen"", ""constituent_id"": 5103}"
4565,"{""ulan"": 500088596, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": ""Q3440248"", ""artist_bio"": ""French, born 1942"", ""begin_date"": 1942, ""nationality"": ""French"", ""display_name"": ""Roland Sabatier"", ""constituent_id"": 5104}"
4566,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Italian, born 1925"", ""begin_date"": 1925, ""nationality"": ""Italian"", ""display_name"": ""Lino Sabattini"", ""constituent_id"": 5105}"
4567,"{""ulan"": 500117313, ""gender"": ""Male"", ""end_date"": 1956, ""wiki_qid"": ""Q2093376"", ""artist_bio"": ""Peruvian, 1888–1956"", ""begin_date"": 1888, ""nationality"": ""Peruvian"", ""display_name"": ""José Sabogal"", ""constituent_id"": 5106}"
4568,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Canadian"", ""begin_date"": 0, ""nationality"": ""Canadian"", ""display_name"": ""Deli Sacilotto"", ""constituent_id"": 5107}"
4569,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""German"", ""begin_date"": 0, ""nationality"": ""German"", ""display_name"": ""Rolf Sackenheim"", ""constituent_id"": 5108}"
4570,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""American, born 1928"", ""begin_date"": 1928, ""nationality"": ""American"", ""display_name"": ""George Sadek"", ""constituent_id"": 5110}"
4571,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""American, born 1937"", ""begin_date"": 1937, ""nationality"": ""American"", ""display_name"": ""Donald Saff"", ""constituent_id"": 5112}"
4572,"{""ulan"": null, ""gender"": null, ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""French"", ""begin_date"": 0, ""nationality"": ""French"", ""display_name"": ""Saint-Edme"", ""constituent_id"": 5114}"
4573,"{""ulan"": 500169214, ""gender"": ""Male"", ""end_date"": 1997, ""wiki_qid"": ""Q6419119"", ""artist_bio"": ""Japanese, 1907–1997"", ""begin_date"": 1907, ""nationality"": ""Japanese"", ""display_name"": ""Kiyoshi Saito"", ""constituent_id"": 5116}"
4574,"{""ulan"": null, ""gender"": ""Female"", ""end_date"": 0, ""wiki_qid"": ""Q7677109"", ""artist_bio"": ""Japanese, born 1929"", ""begin_date"": 1929, ""nationality"": ""American"", ""display_name"": ""Takako Saito"", ""constituent_id"": 5117}"
4575,"{""ulan"": null, ""gender"": ""Male"", ""end_date"": 0, ""wiki_qid"": null, ""artist_bio"": ""Japanese, born 1950"", ""begin_date"": 1950, ""nationality"": ""Japanese"", ""display_name"": ""Asao Sakamoto"", ""constituent_id"": 5118}"
